ReNummer,SummeNetto,MwStSatz,ZahlungsbetragBrutto,KdNr,Summenebenkosten,ReDatum,Zahlungsdatum
103214,60,7,64.2,20664,0,2025-03-10 00:00:00,2025-03-14 00:00:00
103213,397.81,0,397.81,20943,0,2025-03-10 00:00:00,2025-03-06 00:00:00
103212,410.79,0,390.25,11525,20.54,2025-03-10 00:00:00,2025-03-28 00:00:00
103211,415.13,0,415.13,81319,0,2025-03-10 00:00:00,2025-03-13 00:00:00
103210,70,7,0,73972,0,2025-03-10 00:00:00,NULL
103209,2250,7,2407.5,10813,0,2025-02-28 00:00:00,2025-03-05 00:00:00
103208,40,7,42.8,10369,0,2025-03-05 00:00:00,2025-03-07 00:00:00
103207,87,7,0,72474,0,2025-03-07 00:00:00,NULL
103206,120,7,128.4,10411,0,2025-02-28 00:00:00,2025-03-04 00:00:00
103205,250,7,267.5,20664,0,2025-03-07 00:00:00,2025-03-13 00:00:00
103204,635,7,679.45,20664,0,2025-03-07 00:00:00,2025-03-12 00:00:00
103203,350,7,374.5,11981,0,2025-03-06 00:00:00,2025-03-07 00:00:00
103202,882,7,943.74,20137,0,2025-03-07 00:00:00,2025-03-13 00:00:00
103201,538,7,575.66,10249,0,2025-03-06 00:00:00,2025-03-25 00:00:00
103200,120,7,128.4,20197,0,2025-03-06 00:00:00,2025-03-07 00:00:00
103199,72,7,77.04,10292,0,2025-03-06 00:00:00,2025-03-07 00:00:00
103198,406,7,434.42,10292,0,2025-03-06 00:00:00,2025-03-07 00:00:00
103197,4599,7,0,74026,0,2025-03-06 00:00:00,NULL
103196,322,7,344.54,10292,0,2025-03-06 00:00:00,2025-03-07 00:00:00
103195,1098,7,1174.86,20213,0,2025-03-06 00:00:00,2025-03-07 00:00:00
103194,74,7,79.18,20018,0,2025-03-06 00:00:00,2025-03-07 00:00:00
103193,115.06,7,123.1,20122,0,2025-03-06 00:00:00,2025-03-07 00:00:00
103192,1600,7,1712,75241,0,2025-03-06 00:00:00,2025-03-26 00:00:00
103191,16,0,16,81316,0,2025-03-06 00:00:00,2025-03-07 00:00:00
103190,1100,7,1177,80517,0,2025-03-06 00:00:00,2025-03-25 00:00:00
103189,6464,0,6464,72680,0,2025-03-06 00:00:00,2025-03-21 00:00:00
103188,316.19,0,300.38,20585,15.81,2025-03-06 00:00:00,2025-03-19 00:00:00
103187,1269.72,0,1269.72,75564,0,2025-03-06 00:00:00,2025-02-28 00:00:00
103186,14158,0,0,81329,0,2025-03-06 00:00:00,NULL
103185,44950,0,0,78536,0,2025-03-06 00:00:00,NULL
103184,4322,0,0,78536,0,2025-03-06 00:00:00,NULL
103183,3200,0,3200,80254,0,2025-03-06 00:00:00,2025-03-28 00:00:00
103182,753,7,805.71,79666,0,2025-03-05 00:00:00,2025-03-05 00:00:00
103181,165.42,0,165.42,20943,0,2025-03-05 00:00:00,2025-02-07 00:00:00
103180,6155.71,19,7325.29,40003,0,2025-02-28 00:00:00,2025-03-10 00:00:00
103179,671.51,0,671.51,21048,0,2025-03-05 00:00:00,2025-03-21 00:00:00
103178,107.91,0,107.91,80028,0,2025-03-05 00:00:00,2025-03-31 00:00:00
103177,30,7,32.1,73100,0,2025-03-05 00:00:00,2025-03-17 00:00:00
103176,243,7,0,20172,0,2025-03-05 00:00:00,NULL
103175,66,7,70.62,78157,0,2025-03-05 00:00:00,2025-03-05 00:00:00
103174,575,7,615.25,73187,0,2025-03-05 00:00:00,2025-03-17 00:00:00
103173,1650,7,1765.5,78157,0,2025-03-05 00:00:00,2025-03-05 00:00:00
103172,275,7,294.25,73187,0,2025-03-05 00:00:00,2025-03-17 00:00:00
103171,40,7,0,80535,0,2025-03-05 00:00:00,NULL
103170,1749,7,1871.43,79691,0,2025-03-05 00:00:00,2025-03-12 00:00:00
103169,100,0,94.17,81342,5.83,2025-03-05 00:00:00,2025-03-12 00:00:00
103168,901,7,964.07,80578,0,2025-03-04 00:00:00,2025-03-12 00:00:00
103167,300,0,300,79829,0,2025-02-24 00:00:00,2025-02-24 00:00:00
103166,437.04,0,437.04,79829,0,2025-02-24 00:00:00,2025-02-24 00:00:00
103165,234,7,0,81138,0,2025-03-04 00:00:00,NULL
103164,44,7,47.08,80078,0,2025-03-04 00:00:00,2025-03-06 00:00:00
103163,99,0,0,81344,0,2025-03-04 00:00:00,NULL
103162,60,7,64.2,10375,0,2025-02-28 00:00:00,2025-03-04 00:00:00
103161,230,7,246.1,79475,0,2025-03-04 00:00:00,1899-12-30 20:03:00
103160,40,0,40,81249,0,2025-03-04 00:00:00,2025-03-05 00:00:00
103159,483.89,0,0,79945,0,2025-03-04 00:00:00,NULL
103158,583,7,623.81,10775,0,2025-03-05 00:00:00,2025-03-11 00:00:00
103157,616.66,0,0,81333,0,2025-02-28 00:00:00,NULL
103156,76.7,7,82.06,10669,0,2025-03-04 00:00:00,2025-03-11 00:00:00
103155,84,7,89.88,10775,0,2025-03-04 00:00:00,2025-03-11 00:00:00
103154,53,0,0,11034,0,2025-03-04 00:00:00,NULL
103153,9541.35,0,0,80071,0,2025-03-04 00:00:00,NULL
103152,40.5,7,43.34,20843,0,2025-03-04 00:00:00,2025-03-17 00:00:00
103151,112.5,7,120.38,20843,0,2025-03-04 00:00:00,2025-03-20 00:00:00
103150,12594.58,0,0,79705,0,2025-03-04 00:00:00,NULL
103149,1100,7,0,80517,0,2025-03-03 00:00:00,NULL
103148,200,0,191.64,79630,8.36,2025-03-03 00:00:00,2025-03-11 00:00:00
103147,130,0,0,80275,0,2025-03-03 00:00:00,NULL
103146,693,7,0,80602,0,2025-03-03 00:00:00,NULL
103145,540,7,0,80602,0,2025-03-03 00:00:00,NULL
103144,1103,0,1049.95,79497,53.05,2025-03-03 00:00:00,2025-03-07 00:00:00
103143,16200,0,16200,78892,0,2025-03-03 00:00:00,2025-03-07 00:00:00
103142,3588,0,0,72450,0,2025-03-03 00:00:00,NULL
103141,270,7,288.9,10383,0,2025-03-03 00:00:00,2025-03-12 00:00:00
103140,140,7,149.8,20485,0,2025-02-28 00:00:00,2025-03-04 00:00:00
103139,3500,0,3500,81314,0,2025-03-03 00:00:00,2025-03-19 00:00:00
103138,700,7,749,79682,0,2025-03-03 00:00:00,2025-03-06 00:00:00
103137,825,0,825,79253,0,2025-03-03 00:00:00,2025-03-05 00:00:00
103136,58,7,62.06,10233,0,2025-02-27 00:00:00,2025-03-05 00:00:00
103135,29,7,31.03,10233,0,2025-02-27 00:00:00,2025-03-05 00:00:00
103134,375,7,401.25,78666,0,2025-03-03 00:00:00,2025-03-10 00:00:00
103133,150,7,160.5,81297,0,2025-03-03 00:00:00,2025-03-17 00:00:00
103132,1400,7,1498,72998,0,2025-03-03 00:00:00,2025-03-12 00:00:00
103131,2800,7,0,81303,0,2025-03-03 00:00:00,NULL
103130,2400,7,2568,81341,0,2025-03-03 00:00:00,2025-03-11 00:00:00
103129,400,0,377.96,81226,22.04,2025-03-01 00:00:00,2025-03-03 00:00:00
103128,1000,0,0,81227,0,2025-03-01 00:00:00,NULL
103127,969.61,0,946.25,81168,23.36,2025-03-01 00:00:00,2025-03-20 00:00:00
103126,600,0,600,81312,0,2025-03-01 00:00:00,2025-03-04 00:00:00
103125,1000,7,1070,81251,0,2025-03-01 00:00:00,2025-03-05 00:00:00
103124,450,7,481.5,81169,0,2025-03-01 00:00:00,2025-03-03 00:00:00
103123,375,0,0,81097,0,2025-03-01 00:00:00,NULL
103122,3750,0,3750,75284,0,2025-03-01 00:00:00,2025-03-05 00:00:00
103121,10500,7,0,76835,0,2025-03-01 00:00:00,NULL
103120,145,0,145,81044,0,2025-03-01 00:00:00,2025-03-27 00:00:00
103119,700,0,0,80918,0,2025-03-01 00:00:00,NULL
103118,1500,0,1500,80847,0,2025-03-01 00:00:00,2025-03-06 00:00:00
103117,2750,7,2942.5,79059,0,2025-03-01 00:00:00,2025-03-10 00:00:00
103116,650,7,0,78468,0,2025-03-01 00:00:00,NULL
103115,900,7,963,80534,0,2025-03-01 00:00:00,2025-03-04 00:00:00
103114,208,0,0,79348,0,2025-03-01 00:00:00,NULL
103113,2400,7,2568,20650,0,2025-03-01 00:00:00,2025-03-14 00:00:00
103112,100,0,0,80190,0,2025-03-01 00:00:00,NULL
103111,800,7,856,10384,0,2025-03-01 00:00:00,2025-03-11 00:00:00
103110,195,7,208.65,12053,0,2025-03-01 00:00:00,2025-03-10 00:00:00
103109,1042,7,1114.94,10290,0,2025-03-01 00:00:00,2025-03-11 00:00:00
103108,7500,0,0,79584,0,2025-03-01 00:00:00,NULL
103107,1300,7,0,20697,0,2025-03-01 00:00:00,NULL
103106,2500,7,0,10049,0,2025-03-01 00:00:00,NULL
103105,166,0,0,79560,0,2025-03-01 00:00:00,NULL
103104,1000,7,0,75752,0,2025-03-01 00:00:00,NULL
103103,23000,7,24610,10039,0,2025-03-01 00:00:00,2025-03-18 00:00:00
103102,400,7,428,78020,0,2025-03-01 00:00:00,2025-03-13 00:00:00
103101,2500,7,2675,20827,0,2025-03-01 00:00:00,2025-03-13 00:00:00
103100,155.95,7,166.87,79210,0,2025-03-01 00:00:00,2025-03-05 00:00:00
103099,495,0,495,72631,0,2025-03-01 00:00:00,2025-04-02 00:00:00
103098,100,0,0,79148,0,2025-03-01 00:00:00,NULL
103097,1200,0,1200,79149,0,2025-03-01 00:00:00,2025-03-18 00:00:00
103096,600,7,642,79041,0,2025-03-01 00:00:00,2025-03-18 00:00:00
103095,1700,7,0,76875,0,2025-03-01 00:00:00,NULL
103094,475,7,508.25,74026,0,2025-03-01 00:00:00,2025-03-10 00:00:00
103093,600,7,642,73561,0,2025-03-01 00:00:00,2025-03-07 00:00:00
103092,380,0,380,11194,0,2025-03-01 00:00:00,2025-03-04 00:00:00
103091,3000,0,3000,20013,0,2025-03-01 00:00:00,2025-03-19 00:00:00
103090,500,0,500,20013,0,2025-03-01 00:00:00,2025-03-27 00:00:00
103089,1100,0,1100,20013,0,2025-03-01 00:00:00,2025-03-27 00:00:00
103088,1400,7,1498,20013,0,2025-03-01 00:00:00,2025-03-27 00:00:00
103087,3600,7,3852,20013,0,2025-03-01 00:00:00,2025-03-27 00:00:00
103086,28500,7,30495,78468,0,2025-03-01 00:00:00,2025-03-12 00:00:00
103085,8600,7,9202,20913,0,2025-03-01 00:00:00,2025-03-07 00:00:00
103084,316,7,338.12,20743,0,2025-03-01 00:00:00,2025-03-12 00:00:00
103083,1550,0,1550,10616,0,2025-03-01 00:00:00,2025-04-01 00:00:00
103082,3599,7,3850.93,20080,0,2025-03-01 00:00:00,2025-03-21 00:00:00
103081,1700,7,1819,12603,0,2025-03-01 00:00:00,2025-03-06 00:00:00
103080,5750,7,6152.5,20267,0,2025-03-01 00:00:00,2025-03-07 00:00:00
103079,9500,7,0,20731,0,2025-03-01 00:00:00,NULL
103078,4800,7,5136,73221,0,2025-03-01 00:00:00,2025-03-06 00:00:00
103077,160,0,160,80797,0,2025-02-28 00:00:00,2025-03-18 00:00:00
103076,3940,7,4215.8,79220,0,2025-02-28 00:00:00,2025-03-10 00:00:00
103075,2380,7,2546.6,78277,0,2025-02-28 00:00:00,2025-03-21 00:00:00
103074,925,7,989.75,78277,0,2025-02-28 00:00:00,2025-03-21 00:00:00
103073,60.52,0,60.52,80028,0,2025-02-28 00:00:00,2025-02-28 00:00:00
103072,1062.4,7,1136.77,11104,0,2025-02-28 00:00:00,2025-03-13 00:00:00
103071,500,0,483.6,81337,16.4,2025-02-28 00:00:00,2025-03-04 00:00:00
103070,450,0,450,81340,0,2025-02-28 00:00:00,2025-03-14 00:00:00
103069,2843.92,7,3042.99,40003,0,2025-02-28 00:00:00,2025-02-28 00:00:00
103068,1950,7,2086.5,12132,0,2025-03-01 00:00:00,2025-03-03 00:00:00
103067,700,7,749,77680,0,2025-03-01 00:00:00,2025-03-03 00:00:00
103066,1750,7,1872.5,10952,0,2025-03-01 00:00:00,2025-03-10 00:00:00
103065,805,7,861.35,77174,0,2025-03-01 00:00:00,2025-03-11 00:00:00
103064,1250,7,1337.5,75745,0,2025-03-01 00:00:00,2025-03-05 00:00:00
103063,650,7,695.5,75254,0,2025-03-01 00:00:00,2025-03-03 00:00:00
103062,275,7,294.25,12324,0,2025-03-01 00:00:00,2025-03-19 00:00:00
103061,6500,7,6955,72455,0,2025-03-01 00:00:00,2025-03-24 00:00:00
103060,100,7,0,10349,0,2025-03-01 00:00:00,NULL
103059,545.5,7,583.69,75232,0,2025-03-01 00:00:00,2025-03-07 00:00:00
103058,466,0,466,50286,0,2025-03-01 00:00:00,2025-03-13 00:00:00
103057,2639,0,2639,20993,0,2025-03-01 00:00:00,2025-03-13 00:00:00
103056,1300,7,1391,72874,0,2025-03-01 00:00:00,2025-03-12 00:00:00
103055,4600,0,0,72120,0,2025-03-01 00:00:00,NULL
103054,1350,7,1444.5,20639,0,2025-03-01 00:00:00,2025-03-14 00:00:00
103053,340,7,363.8,11480,0,2025-03-01 00:00:00,2025-03-13 00:00:00
103052,4000,7,0,20434,0,2025-03-01 00:00:00,NULL
103051,172,7,0,20361,0,2025-03-01 00:00:00,NULL
103050,4200,7,4494,20342,0,2025-03-01 00:00:00,2025-03-11 00:00:00
103049,1990,7,2129.3,10216,0,2025-03-01 00:00:00,2025-03-06 00:00:00
103048,525,7,561.75,72632,0,2025-03-01 00:00:00,2025-03-17 00:00:00
103047,1100,7,1177,20444,0,2025-03-01 00:00:00,2025-03-11 00:00:00
103046,3750,0,3750,10722,0,2025-03-01 00:00:00,2025-03-06 00:00:00
103045,13750,0,13750,10964,0,2025-03-01 00:00:00,2025-03-27 00:00:00
103044,7500,7,8025,20121,0,2025-03-01 00:00:00,2025-03-14 00:00:00
103043,2250,7,2407.5,12082,0,2025-03-01 00:00:00,2025-03-10 00:00:00
103042,169,7,180.83,12348,0,2025-03-01 00:00:00,2025-03-06 00:00:00
103041,3900,7,4173,12197,0,2025-03-01 00:00:00,2025-03-17 00:00:00
103040,20500,7,21935,12187,0,2025-03-01 00:00:00,2025-03-18 00:00:00
103039,196,7,209.72,10207,0,2025-02-27 00:00:00,2025-03-06 00:00:00
103038,2500,7,2675,10851,0,2025-03-01 00:00:00,2025-03-07 00:00:00
103037,12500,7,13375,20054,0,2025-03-01 00:00:00,2025-03-14 00:00:00
103036,5624.13,0,5461.22,78911,162.91,2025-02-27 00:00:00,2025-04-01 00:00:00
103035,144,7,154.08,20288,0,2025-02-27 00:00:00,2025-03-03 00:00:00
103034,180,7,192.6,20524,0,2025-02-27 00:00:00,2025-02-28 00:00:00
103033,436.06,0,436.06,79945,0,2025-02-27 00:00:00,2025-04-01 00:00:00
103032,1572.28,0,1545.2,78911,27.08,2025-02-27 00:00:00,2025-04-02 00:00:00
103031,3144.57,0,3144.57,78911,0,2025-02-27 00:00:00,2025-04-01 00:00:00
103030,170,7,181.9,20610,0,2025-02-27 00:00:00,2025-03-07 00:00:00
103029,1454,7,1555.78,79666,0,2025-02-26 00:00:00,2025-02-26 00:00:00
103028,4480,0,4470,79396,10,2025-02-26 00:00:00,2025-03-31 00:00:00
103027,1020.6,0,1020.6,11250,0,2025-02-26 00:00:00,2025-03-12 00:00:00
103026,460,7,492.2,20251,0,2025-01-31 00:00:00,2025-02-11 00:00:00
103025,15444,0,0,78281,0,2025-02-25 00:00:00,NULL
103024,85,7,90.95,10183,0,2025-02-25 00:00:00,2025-03-04 00:00:00
103023,150,7,160.5,77116,0,2025-02-25 00:00:00,2025-02-26 00:00:00
103022,240,7,256.8,12034,0,2025-02-25 00:00:00,1899-12-30 20:03:00
103021,301.34,0,0,81336,0,2025-02-25 00:00:00,NULL
103020,964.07,0,0,81168,0,2025-02-25 00:00:00,NULL
103019,4140,0,0,72824,0,2025-02-25 00:00:00,NULL
103018,3960,0,0,72824,0,2025-02-25 00:00:00,NULL
103017,350,7,374.5,80894,0,2025-02-24 00:00:00,2025-02-28 00:00:00
103016,35,0,0,80026,0,2025-02-25 00:00:00,NULL
103015,4500,0,4500,80338,0,2025-02-24 00:00:00,2025-03-04 00:00:00
103014,2768,7,2961.76,79666,0,2025-02-19 00:00:00,2025-02-19 00:00:00
103013,258.92,7,277.04,20115,0,2025-02-12 00:00:00,2025-02-13 00:00:00
103012,220,7,235.4,11302,0,2025-02-10 00:00:00,2025-02-13 00:00:00
103011,80,7,85.6,73247,0,2025-02-10 00:00:00,2025-02-13 00:00:00
103010,700,7,749,10275,0,2025-01-31 00:00:00,2025-02-20 00:00:00
103009,10213,7,10927.91,20005,0,2025-02-13 00:00:00,2025-02-13 00:00:00
103008,60.48,0,60.48,10696,0,2025-02-20 00:00:00,2025-03-17 00:00:00
103007,3687.55,0,3687.55,78042,0,2025-02-20 00:00:00,2025-03-03 00:00:00
103006,185.85,0,0,20651,0,2025-02-20 00:00:00,NULL
103005,550,7,588.5,72637,0,2025-02-20 00:00:00,2025-03-03 00:00:00
103004,70,7,74.9,11535,0,2025-02-20 00:00:00,2025-03-06 00:00:00
103003,8400,0,8400,80849,0,2025-02-20 00:00:00,2025-03-14 00:00:00
103002,853.08,0,810.43,78568,42.65,2025-02-20 00:00:00,2025-02-25 00:00:00
103001,130,7,139.1,20524,0,2025-02-20 00:00:00,2025-02-25 00:00:00
103000,297.5,0,297.5,80518,0,2025-02-20 00:00:00,2025-02-24 00:00:00
102999,964.8,0,868.32,78567,96.48,2025-02-20 00:00:00,2025-02-25 00:00:00
102998,10800,0,10800,80849,0,2025-02-20 00:00:00,2025-03-14 00:00:00
102997,527.88,0,527.88,78566,0,2025-02-20 00:00:00,2025-02-25 00:00:00
102996,6200,7,6634,12392,0,2025-02-20 00:00:00,2025-02-28 00:00:00
102995,2292,7,2452.44,72804,0,2025-02-20 00:00:00,2025-03-10 00:00:00
102994,104,7,111.28,80346,0,2025-02-20 00:00:00,2024-11-13 00:00:00
102993,75,7,80.25,79184,0,2025-02-20 00:00:00,2025-03-05 00:00:00
102992,947,7,1013.29,79475,0,2025-02-19 00:00:00,2025-03-06 00:00:00
102991,750,0,750,80188,0,2025-02-19 00:00:00,2025-03-03 00:00:00
102990,750,0,750,80188,0,2025-02-19 00:00:00,2025-03-03 00:00:00
102989,138,7,147.66,81323,0,2025-02-19 00:00:00,2025-02-28 00:00:00
102988,1500,0,1500,80188,0,2025-02-19 00:00:00,2025-03-03 00:00:00
102987,1225,0,1225,79796,0,2025-02-19 00:00:00,2025-03-03 00:00:00
102986,250,0,250,80409,0,2025-02-19 00:00:00,2025-02-20 00:00:00
102985,800,0,0,79998,0,2025-02-19 00:00:00,NULL
102984,966.36,0,961.55,80242,4.71,2025-02-19 00:00:00,2025-03-04 00:00:00
102983,2790,7,0,80718,0,2025-02-19 00:00:00,NULL
102982,167,0,167,80522,0,2025-02-19 00:00:00,2025-02-25 00:00:00
102981,400,7,428,80343,0,2025-02-19 00:00:00,2025-02-28 00:00:00
102980,1333.33,0,1333.33,78695,0,2025-02-19 00:00:00,2025-03-24 00:00:00
102979,350,0,350,79199,0,2025-02-19 00:00:00,2025-02-24 00:00:00
102978,1166.67,0,1166.67,79791,0,2025-02-19 00:00:00,2025-03-19 00:00:00
102977,225,0,225,79150,0,2025-02-19 00:00:00,2025-02-27 00:00:00
102976,1000,0,1000,80970,0,2025-02-19 00:00:00,2025-03-07 00:00:00
102975,900,0,900,81321,0,2025-02-19 00:00:00,2025-03-05 00:00:00
102974,950,7,0,30218,0,2025-02-19 00:00:00,NULL
102973,750,0,750,81157,0,2025-02-19 00:00:00,2025-04-02 00:00:00
102972,375,0,375,81151,0,2025-02-19 00:00:00,2025-03-21 00:00:00
102971,1680,0,0,81137,0,2025-02-19 00:00:00,NULL
102970,181.18,0,174.14,81070,7.04,2025-02-19 00:00:00,2025-03-06 00:00:00
102969,1208,0,1175.07,80965,32.93,2025-02-19 00:00:00,2025-03-26 00:00:00
102968,2800,0,2800,80008,0,2025-02-19 00:00:00,2025-02-26 00:00:00
102967,160,7,171.2,10757,0,2025-02-19 00:00:00,2025-03-03 00:00:00
102966,3480,0,3480,79806,0,2025-02-19 00:00:00,2025-03-06 00:00:00
102965,2800,0,2800,79803,0,2025-02-19 00:00:00,2025-02-19 00:00:00
102964,150,0,150,75903,0,2025-02-19 00:00:00,2025-03-12 00:00:00
102963,8270,0,8142.04,79741,127.96,2025-02-18 00:00:00,2025-04-01 00:00:00
102962,300,0,300,78721,0,2025-02-20 00:00:00,2025-02-28 00:00:00
102961,8174.57,0,7435.97,79705,738.6,2025-02-19 00:00:00,2025-03-25 00:00:00
102960,2625,0,0,78771,0,2025-02-18 00:00:00,NULL
102959,495,7,529.65,79476,0,2025-02-18 00:00:00,2025-03-06 00:00:00
102958,275,7,294.25,79482,0,2025-02-18 00:00:00,2025-03-14 00:00:00
102957,1500,7,1605,12625,0,2025-02-18 00:00:00,2025-03-11 00:00:00
102956,391.28,0,390.19,78691,1.09,2025-02-18 00:00:00,2025-02-25 00:00:00
102955,2100,7,0,78725,0,2025-02-18 00:00:00,NULL
102954,1000,0,1000,10251,0,2025-02-18 00:00:00,2025-03-20 00:00:00
102953,1500,0,1500,10250,0,2025-02-18 00:00:00,2025-03-03 00:00:00
102952,339,7,362.73,20985,0,2025-02-18 00:00:00,2025-03-13 00:00:00
102951,1308,0,0,78570,0,2025-02-18 00:00:00,NULL
102950,2550,0,2550,78281,0,2025-02-18 00:00:00,2025-03-24 00:00:00
102949,240,7,256.8,78338,0,2025-02-18 00:00:00,2025-02-19 00:00:00
102948,500,7,535,10794,0,2025-02-18 00:00:00,2025-02-26 00:00:00
102947,650,7,695.5,21119,0,2025-02-18 00:00:00,2025-02-21 00:00:00
102946,1200,7,1284,80406,0,2025-02-18 00:00:00,2025-02-24 00:00:00
102945,38249,0,0,79429,0,2025-02-18 00:00:00,NULL
102944,1180,0,1180,81068,0,2025-02-18 00:00:00,2025-03-21 00:00:00
102943,1375,7,1471.25,21074,0,2025-02-18 00:00:00,2025-03-21 00:00:00
102942,458.33,7,490.41,20782,0,2025-02-18 00:00:00,2025-03-31 00:00:00
102941,4928,0,4928,80931,0,2025-02-17 00:00:00,2025-03-31 00:00:00
102940,250,7,267.5,11987,0,2025-02-17 00:00:00,2025-03-17 00:00:00
102939,191,7,204.37,10060,0,2025-02-07 00:00:00,2025-02-07 00:00:00
102938,600,0,600,81312,0,2025-02-17 00:00:00,2025-02-18 00:00:00
102937,360,7,385.2,20288,0,2025-02-20 00:00:00,2025-02-19 00:00:00
102936,168.02,0,0,10990,0,2025-02-17 00:00:00,NULL
102935,680,7,727.6,10311,0,2025-02-15 00:00:00,2025-02-27 00:00:00
102934,348,7,372.36,75097,0,2025-02-15 00:00:00,2025-02-18 00:00:00
102933,1000,0,1000,10251,0,2025-02-15 00:00:00,2025-03-13 00:00:00
102932,150,0,0,10677,0,2025-02-15 00:00:00,NULL
102931,485,0,485,78016,0,2025-02-15 00:00:00,2025-02-28 00:00:00
102930,3700,7,3959,75176,0,2025-02-15 00:00:00,2025-02-26 00:00:00
102929,1200,7,0,77869,0,2025-02-15 00:00:00,NULL
102928,500,7,535,75665,0,2025-02-15 00:00:00,2025-02-28 00:00:00
102927,600,7,642,12289,0,2025-02-15 00:00:00,2025-02-25 00:00:00
102926,3000,7,3210,30082,0,2025-02-15 00:00:00,2025-03-03 00:00:00
102925,11500,7,12305,30082,0,2025-02-15 00:00:00,2025-03-13 00:00:00
102924,300,7,321,12572,0,2025-02-15 00:00:00,2025-03-14 00:00:00
102923,2000,7,2140,73287,0,2025-02-15 00:00:00,2025-03-10 00:00:00
102922,2000,7,2140,12407,0,2025-02-15 00:00:00,2025-03-06 00:00:00
102921,750,7,802.5,20996,0,2025-02-15 00:00:00,2025-02-24 00:00:00
102920,750,7,802.5,10256,0,2025-02-15 00:00:00,2025-02-24 00:00:00
102919,400,7,428,12020,0,2025-02-15 00:00:00,2025-02-24 00:00:00
102918,1900,7,2033,20213,0,2025-02-15 00:00:00,2025-03-07 00:00:00
102917,2000,7,2140,10838,0,2025-02-15 00:00:00,2025-02-26 00:00:00
102916,350,7,374.5,10383,0,2025-02-15 00:00:00,2025-02-26 00:00:00
102915,2950,7,3156.6,20038,0,2025-02-15 00:00:00,2025-02-19 00:00:00
102914,11000,7,11770,20608,0,2025-02-15 00:00:00,2025-02-21 00:00:00
102913,200,0,200,73250,0,2025-02-15 00:00:00,2025-02-19 00:00:00
102912,400,7,428,81317,0,2025-02-14 00:00:00,2025-02-18 00:00:00
102911,505.32,0,0,10650,0,2025-02-14 00:00:00,NULL
102910,1708,7,1827.56,72493,0,2025-02-13 00:00:00,2025-02-27 00:00:00
102909,378,7,404.46,72493,0,2025-02-13 00:00:00,2025-03-24 00:00:00
102908,2366,7,2531.62,72493,0,2025-02-13 00:00:00,2025-02-27 00:00:00
102907,700,7,749,72493,0,2025-02-13 00:00:00,2025-02-27 00:00:00
102906,1176,7,1258.32,72493,0,2025-02-13 00:00:00,2025-02-27 00:00:00
102905,728,7,778.96,72493,0,2025-02-13 00:00:00,2025-02-27 00:00:00
102904,28,7,29.96,72493,0,2025-02-13 00:00:00,2025-02-27 00:00:00
102903,2200,0,2200,30137,0,2025-02-13 00:00:00,2025-02-28 00:00:00
102902,1325,7,1417.75,10905,0,2025-02-13 00:00:00,2025-02-27 00:00:00
102901,200,7,214,20020,0,2025-02-13 00:00:00,2025-02-19 00:00:00
102900,3500,7,3745,20020,0,2025-02-13 00:00:00,2025-02-26 00:00:00
102899,2000,7,2140,11190,0,2025-02-13 00:00:00,2025-02-20 00:00:00
102898,3718,7,3978,79691,0,2025-02-13 00:00:00,2025-03-12 00:00:00
102897,2852.82,0,0,12209,0,2025-02-13 00:00:00,NULL
102896,99.6,0,99.6,78096,0,2025-02-13 00:00:00,2025-03-10 00:00:00
102895,633.53,0,633.53,81319,0,2025-02-13 00:00:00,2025-03-13 00:00:00
102894,60.21,0,60.21,80244,0,2025-02-13 00:00:00,2025-03-24 00:00:00
102893,394.2,0,335.07,80820,59.13,2025-02-13 00:00:00,2025-04-02 00:00:00
102892,628.85,0,597.41,11525,31.44,2025-02-13 00:00:00,2025-02-26 00:00:00
102891,54.16,0,54.16,81316,0,2025-02-13 00:00:00,2025-02-14 00:00:00
102890,8810,0,0,80622,0,2025-02-13 00:00:00,NULL
102889,201.25,0,224.8,79096,0,2025-02-13 00:00:00,2025-01-28 00:00:00
102888,140,7,149.8,20524,0,2025-02-12 00:00:00,2025-02-17 00:00:00
102887,2760,0,2760,80528,0,2025-02-12 00:00:00,2025-02-17 00:00:00
102886,5900,7,6313,12598,0,2025-02-12 00:00:00,2025-02-28 00:00:00
102885,1432.4,0,0,80467,0,2025-02-19 00:00:00,NULL
102884,125,7,133.75,20983,0,2025-01-31 00:00:00,2025-02-13 00:00:00
102883,1227,7,1312.89,79666,0,2025-02-12 00:00:00,2025-02-12 00:00:00
102882,54.05,0,0,79944,0,2025-02-12 00:00:00,2025-03-14 00:00:00
102881,45,7,48.15,10231,0,2025-02-12 00:00:00,2025-02-12 00:00:00
102880,410.13,0,397.98,80401,12.15,2025-02-12 00:00:00,2025-02-28 00:00:00
102879,2565,7,2744.55,78750,0,2025-02-12 00:00:00,2025-03-10 00:00:00
102878,187.5,7,200.63,20843,0,2025-02-12 00:00:00,2025-03-03 00:00:00
102877,192,7,205.44,10207,0,2025-02-12 00:00:00,2025-02-14 00:00:00
102876,1425,0,1425,81311,0,2025-02-11 00:00:00,2025-02-17 00:00:00
102875,10701.2,0,0,78911,0,2025-02-11 00:00:00,NULL
102874,240,7,256.8,12034,0,2025-02-11 00:00:00,2025-02-20 00:00:00
102873,425,7,454.75,10183,0,2025-02-11 00:00:00,2025-02-27 00:00:00
102872,405,7,0,20080,0,2025-02-11 00:00:00,NULL
102871,210,7,0,81309,0,2025-02-11 00:00:00,NULL
